-5e-05	349202987089920
-4.875e-05	357600520568832
-4.75e-05	369167739912192
-4.625e-05	383702781657088
-4.5e-05	400950732783616
-4.375e-05	420607791464448
-4.25e-05	442325998239744
-4.125e-05	465718537617408
-4e-05	490366885167104
-3.875e-05	515827417743360
-3.75e-05	541640137637888
-3.625e-05	567337396731904
-3.5e-05	592452754866176
-3.375e-05	616531348160512
-3.25e-05	639138780938240
-3.125e-05	659871326273536
-3e-05	678365455450112
-2.875e-05	694305756807168
-2.75e-05	707433257238528
-2.625e-05	717551998861312
-2.5e-05	724533535309824
-2.375e-05	728321428029440
-2.25e-05	728932454236160
-2.125e-05	726457613549568
-2e-05	721059040985088
-1.875e-05	712966718619648
-1.75e-05	702473643753472
-1.625e-05	689927171866624
-1.5e-05	675722238623744
-1.375e-05	660289817149440
-1.25e-05	644086314827776
-1.125e-05	627583171428352
-1e-05	611252766244864
-8.75e-06	595558150438912
-7.5e-06	580940631900160
-6.25e-06	567808098304000
-5e-06	556525688979456
-3.75e-06	547404856164352
-2.5e-06	540697291653120
-1.25e-06	536587712593920
0	535188828323840
1.25e-06	536539125776384
2.5e-06	540601762185216
3.75e-06	547265135509504
5e-06	556346340540416
6.25e-06	567594893443072
7.5e-06	580700046622720
8.75e-06	595298237808640
1e-05	610981780652032
1.125e-05	627310306787328
1.25e-05	643820966379520
1.375e-05	660041245917184
1.5e-05	675499705630720
1.625e-05	689739401265152
1.75e-05	702328621498368
1.875e-05	712871692468224
2e-05	721020050735104
2.125e-05	726479558148096
2.25e-05	729018756235264
2.375e-05	728473899368448
2.5e-05	724753048403968
2.625e-05	717837345751040
2.75e-05	707782089113600
2.875e-05	694713778700288
3e-05	678827634196480
3.125e-05	660381018095616
3.25e-05	639688201207808
3.375e-05	617112242487296
3.5e-05	593055862226944
3.625e-05	567952919232512
3.75e-05	542258008948736
3.875e-05	516437504425984
4e-05	490959154446336
4.125e-05	466283392925696
4.25e-05	442853977227264
4.375e-05	421090337751040
4.5e-05	401379893968896
4.625e-05	384071611973632
4.75e-05	369470199562240
4.875e-05	357831710605312
5e-05	349359283634176
