-0.1	453006000128
-0.0975	605332766720
-0.095	771312910336
-0.0925	907443109888
-0.09	1043973013504
-0.0875	1247604375552
-0.085	1539309174784
-0.0825	1880745574400
-0.08	2236838313984
-0.0775	2594767372288
-0.075	2937930383360
-0.0725	3246340702208
-0.07	3494008324096
-0.0675	3720923316224
-0.065	4128605470720
-0.0625	4872126595072
-0.06	5744905682944
-0.0575	6297542983680
-0.055	6281885646848
-0.0525	5916466872320
-0.05	5705072902144
-0.0475	5916466872320
-0.045	6281885646848
-0.0425	6297542983680
-0.04	5744905682944
-0.0375	4872126595072
-0.035	4128605470720
-0.0325	3720923316224
-0.03	3494008324096
-0.0275	3246340440064
-0.025	2937930121216
-0.0225	2594767634432
-0.02	2236838051840
-0.0175	1880745574400
-0.015	1539309043712
-0.0125	1247604375552
-0.01	1043972423680
-0.00750000000000001	907442913280
-0.005	771313106944
-0.0025	605332963328
0	453006000128
