-0.02	1245676437504
-0.019	1305875185664
-0.018	1405695950848
-0.017	1544248098816
-0.016	1720169136128
-0.015	1931532828672
-0.014	2175747620864
-0.013	2449445748736
-0.012	2748382445568
-0.011	3067359002624
-0.01	3400188035072
-0.009	3739717730304
-0.008	4077931724800
-0.007	4406136274944
-0.006	4715231313920
-0.005	4996060413952
-0.004	5239827595264
-0.003	5438532747264
-0.002	5585409409024
-0.001	5675322179584
0	5705072902144
0.001	5673602514944
0.002	5582057635840
0.003	5433717686272
0.004	5233790943232
0.005	4989097869312
0.006	4707678420992
0.007	4398345879552
0.008	4070249332736
0.009	3732461060096
0.01	3393626308608
0.011	3061694070784
0.012	2743737516032
0.013	2445859618816
0.014	2173177298944
0.015	1929863233536
0.016	1719231709184
0.017	1543841906688
0.018	1405615472640
0.019	1305936920576
0.02	1245743939584
