-1e-05	1439740461056
-9.5e-06	2036854423552
-9e-06	3024037609472
-8.5e-06	4569635487744
-8e-06	7661804847104
-7.5e-06	18221751074816
-7e-06	63250943180800
-6.5e-06	223383396548608
-6e-06	627856707158016
-5.5e-06	1.30485213514957e+15
-5e-06	1.99478574946714e+15
-4.5e-06	2.30052138582016e+15
-4e-06	2.10435533124403e+15
-3.5e-06	1.64960996530586e+15
-3e-06	1.21987164379546e+15
-2.5e-06	923050681827328
-2e-06	740738446917632
-1.5e-06	630882243182592
-9.99999999999999e-07	565832010694656
-4.99999999999999e-07	531327887605760
1.6940658945086e-21	520525172441088
5e-07	531327854051328
1e-06	565832010694656
1.5e-06	630882243182592
2e-06	740738514026496
2.5e-06	923050816045056
3e-06	1.21987150957773e+15
3.5e-06	1.64960996530586e+15
4e-06	2.10435533124403e+15
4.5e-06	2.30052138582016e+15
5e-06	1.99478548103168e+15
5.5e-06	1.30485213514957e+15
6e-06	627856640049152
6.5e-06	223383346216960
7e-06	63250951569408
7.5e-06	18221738491904
8e-06	7661856227328
8.5e-06	4569629196288
9e-06	3024057270272
9.5e-06	2036906065920
1e-05	1439675973632
